age,income,treatment,target,target_proxy
44.96714153011233,80990.33154879004,1,-1.496529255090079,-2.195122467333995
38.61735698828815,73869.50524369153,0,-0.6500239344068982,-0.9888623317274658
46.47688538100692,60894.45554880261,1,-0.08343796979036086,-0.06038810087547203
55.23029856408026,50295.94833441639,0,-1.44964521969853,-2.022164843906993
37.658466252766644,70473.34970420385,0,-0.9218598131253132,-1.4062050571603033
37.6586304305082,65902.28078132625,1,-1.0039573720814985,-1.5293497538171656
55.79212815507391,73427.89830041598,0,0.20726732939894396,0.4688222756491551
47.67434729152909,69527.57702522955,1,0.06934433703625043,0.18075997846966652
35.30525614065048,75743.29072979002,1,-0.7217375533372533,-1.129553768599375
45.42560043585965,51971.47182659148,0,0.17682087213939798,0.3194873125676934
35.365823071875376,79760.91098451489,0,-0.5466800845872654,-0.8663618961621442
35.34270246429743,62963.994070386,1,-0.2716551103260533,-0.4540556408461056
42.41962271566034,91128.91308937898,1,1.673452090298537,2.5343743626044093
20.86719755342202,49662.18272865648,0,1.340461051790348,1.8193635532197423
22.750821674869673,86039.45704747873,0,-1.2995812369275976,-2.1218636386427
34.37712470759027,62968.66175193972,0,0.8297324178791745,1.1883698738946644
29.87168879665576,50228.72994578327,0,0.8113965544915921,1.1158117197039459
43.142473325952736,52741.71248918518,1,-1.1482632887526183,-1.6909701998694
30.91975924478789,55194.7903770852,1,0.8187776437548606,1.1373640580801698
25.876962986647086,66362.48919602875,1,1.5379319184125528,2.1656675074853
54.65648768921554,67842.5323205325,1,-1.1225448062444139,-1.5372523324744654
37.74223699513465,51394.49994092131,0,-0.9175028210142636,-1.398831861570049
40.67528204687924,59634.68111608526,0,1.0176614668435024,1.533245020734046
25.752518137865433,92134.05537917795,1,0.271495310825648,0.2647681476171263
34.556172754748175,85913.14755151067,1,0.5514762752395233,0.7727761404067666
41.10922589709866,66544.85504511048,1,0.3405892164004968,0.5219760835717319
28.490064225776973,60570.05217252301,1,0.39069592092814415,0.4709445236499859
43.75698018345672,61800.46990077392,1,-1.326472128311083,-1.9521383906320573
33.99361310081195,69202.76959095625,1,1.0473177066214483,1.5109126909402921
37.083062502067236,44658.111522023915,1,1.1695899924277735,1.7252156136623327
33.98293387770603,56139.35193864982,1,-0.22939074406802776,-0.40425677732498133
58.522781845089376,34971.238891836154,1,-0.04347694981386243,0.12001239373010014
39.86502775262066,65988.34683907918,0,-1.5311075025557221,-2.298010976307377
29.422890710440996,69707.93909554112,1,0.5142547560178349,0.6656110411311623
48.225449121031886,52752.20306550939,0,0.5720574417141441,0.9403406537815351
27.791563500289776,83609.80144935049,0,-0.062191016999311004,-0.21537089049606872
42.08863595004755,41613.51505496488,1,1.1243533598705027,1.7074163993062297
20.403298761202244,38034.376796852695,1,-0.3340772309799405,-0.6970828588578883
26.718139511015693,63366.77727839958,0,0.5646059258936003,0.7140902839505573
41.96861235869123,75706.47453918232,0,-1.0196643386921156,-1.509810384451261
47.38466579995411,85258.91537186803,1,-0.02355215087423812,0.03851843168818386
41.7136828118997,53116.7360569659,0,-0.17435425790283585,-0.2443945587352567
38.843517176117594,76180.21250146943,1,0.22530792204094158,0.32639705482258835
36.98896304410711,59422.372957489395,1,-0.3695269288333586,-0.5844007628089667
25.214780096325725,57410.59050088771,1,-0.1314725956716678,-0.34506109254424444
32.801557916052914,73254.89906230009,0,0.8260471714415063,1.1670863363227886
35.393612290402125,69784.84317620129,0,-0.43676423723821745,-0.701210232953305
50.57122226218915,36354.117645236256,1,-1.6065771007386793,-2.3041534284861274
43.43618289568462,82148.10524588844,0,1.7495839042054206,2.6587376852649767
22.36959844637266,80701.37031221177,0,1.3814540786904865,1.8958771024994563
43.24083969394795,50616.55947735706,0,-1.2922626951056186,-1.9059856457189486
36.149177195836835,65937.05300156113,0,0.6897078052451944,0.9960534798261599
33.23077999694041,67410.45279424108,0,-0.5029747705513431,-0.8221543558576104
46.11676288840868,63910.10648735861,0,0.26348721533105957,0.4563984518806761
50.30999522495951,51745.422692318694,0,0.2942241290134937,0.5444361457698357
49.31280119116199,49925.64948092923,1,-0.234407800316322,-0.25848368856286313
31.607824767773614,59616.688935128324,0,-0.7837656655863965,-1.2595702507018587
36.907876241487855,77590.93528889047,0,-0.6905410523162594,-1.0667328160595106
43.31263431403564,68154.00231891648,0,-0.9161919154812425,-1.3411615300815074
49.75545127122359,54440.78501870841,0,-0.8318222082304447,-1.1501787996334312
35.2082576215471,71575.48065972517,0,-0.06717829004935526,-0.14868485885856186
38.14341023336183,17271.86069054887,0,-0.7157599891107518,-1.0922058813325093
28.936650259939718,77231.48550558156,0,0.6820520657126199,0.912444601168327
28.037933759193294,33904.293318328506,0,1.4872461553359273,2.111248570595824
48.125258223941984,54563.38587895302,1,-0.580053241370043,-0.7888272798156447
53.56240028570823,43204.95158060784,0,0.23940450053537707,0.49473075366014785
39.27989878419666,40579.77786418641,0,0.49968511030293383,0.7423266532963674
50.03532897892024,77412.4018106778,0,0.4720022709192744,0.808356696168114
43.61636025047634,52984.48198032163,0,0.07595526791608741,0.15009650437889452
33.54880245394876,65197.55822596073,1,0.7426824183597224,1.0495116520790713
43.61395605508414,59296.19131681224,1,0.4822489526806572,0.7595129895718272
55.38036566465969,67155.61240834682,1,-1.2376624223272978,-1.7026899768443498
39.64173960890049,61152.32836590383,1,0.8691560643892732,1.3001514926729145
55.64643655814006,40755.11663717146,1,0.8872908372667421,1.4874006214815136
13.802548959102555,74944.0022917071,1,-0.7632861041785816,-1.4069036666768469
48.21902504375224,52593.65125258031,1,0.03793783544760203,0.13909700360892543
40.870470682381715,36651.271520103735,1,0.6833289928110694,1.0336981960404212
